"County Name","GEOID","EnviroScreen Score","EnviroScreen Score Percentile","Pollution and Climate Burden Score","Pollution and Climate Burden Score Percentile","Pollution and Climate Burden Scale Value","Health and Social Factors Score","Health and Social Factors Score Percentile","Health and Social Factors Scale Value","Environmental Exposures Score","Environmental Effects Score","Climate Vulnerability Score","Sensitive Populations Score","Demographics Score","Environmental Exposures Score Percentile","Environmental Effects Score Percentile","Climate Vulnerability Score Percentile","Sensitive Populations Score Percentile","Demographics Score Percentile","Ozone","Ozone Percentile","Fine particle pollution","Fine particle pollution Percentile","Lead exposure risk","Lead exposure risk Percentile","Diesel particulate matter (PM)","Diesel particulate matter (PM) Percentile","Traffic proximity & volume","Traffic proximity & volume Percentile","Air toxics emissions","Air toxics emissions Percentile","Other air pollutants","Other air pollutants Percentile","Drinking water regulations","Drinking water regulations Percentile","Noise","Noise Percentile","Wastewater discharge indicator","Wastewater discharge indicator Percentile","Proximity to National Priorities List sites","Proximity to National Priorities List sites Percentile","Proximity to Risk Management Plan sites","Proximity to Risk Management Plan sites Percentile","Proximity to hazardous waste facilities","Proximity to hazardous waste facilities Percentile","Proximity to oil and gas","Proximity to oil and gas Percentile","Proximity to mining locations","Proximity to mining locations Percentile","Impaired streams and rivers","Impaired streams and rivers Percentile","Wildfire risk","Wildfire risk Percentile","Floodplains","Floodplains Percentile","Drought","Drought Percentile","Extreme heat days","Extreme heat days Percentile","Population under 5","Population under 5 Percentile","Population over 64","Population over 64 Percentile","Heart disease in adults","Heart disease in adults Percentile","Asthma hospitalization rate","Asthma hospitalization rate Percentile","Life expectancy","Life expectancy Percentile","Low birth weight","Low birth weight Percentile","Cancer prevalence","Cancer prevalence Percentile","Diabetes prevalence","Diabetes prevalence Percentile","Mental health indicator","Mental health indicator Percentile","Percent people of color","Percent people of color Percentile","Percent less than high school education","Percent less than high school education Percentile","Percent low income","Percent low income Percentile","Percent linguistic isolation","Percent linguistic isolation Percentile","Percent disability","Percent disability Percentile","Housing cost burdened","Housing cost burdened Percentile","area","Justice40","Disproportionately Impacted Community","Total Population"
"Douglas County","08035014123",19.86,31.79,37.26,18.25,4.83,37.28,40.51,4.12,39.42,36.56,33.66,41.96,32.59,35.87,20.74,15.69,53.72,33.71,47.09,88.87,6.43,38.03,0.01,15.45,0.17,35.75,717.86,73.49,0.01,68.86,0,38.75,0.02,18.98,42.65,33.07,0,32.84,0.04,41.47,0.06,10.57,0.41,44.76,0,80.54,0,72.94,0,23.06,129.3,85.27,0,51.64,51.29,18.57,16.8,15.69,0.05,37.79,0.13,41.31,2.4,42.82,709.66,61.43,81.4,29.77,8.84,78.74,6.1,46.78,11.5,28.1,6,31.88,0.17,30.66,0.03,27.14,0.16,30.34,0.01,30.69,0.07,18.34,0.42,84.37,"Census Tract",NA,NA,3537
"Douglas County","08035013905",20.96,34.91,41.38,29.46,5.36,35.43,36.91,3.91,35.98,45.28,48.3,35.09,35.76,28.34,37.55,55.4,36.03,37.71,46.39,77.5,6.96,44.52,0.01,13.85,0.16,34.14,593.71,66.37,0,44.44,0,22.5,0.02,18.98,45.12,49.16,0.1,76.6,0.07,48.36,0.08,13.29,0.59,53.48,0,80.54,0,72.94,26.86,25.22,43.35,63.41,8.36,95.36,51.29,18.57,18.2,48.44,0.05,36.99,0.11,31.79,1.9,23.71,1256.13,93.72,78.4,65.86,5.45,23.18,5.6,35.51,12,35.75,5.1,15.94,0.13,17.93,0.04,40.43,0.15,29.37,0,24.7,0.11,59.61,0.35,66.72,"Census Tract",NA,NA,4265
"Denver County","08031015700",61.03,98.4,60.68,91.75,7.86,70.36,93.92,7.77,62.38,58.48,59.48,57.65,83.06,91.67,64.93,77.34,83.75,93.92,45.16,47.72,7.76,62.61,0.49,83.59,0.44,86.23,787.81,77.5,0,44.44,0,22.5,0.58,97.6,49.63,87.83,0,11.96,0.15,80.38,1.15,82.23,1.81,86.15,0,80.54,0,72.94,NA,NA,22.34,45.8,0,51.64,263.79,61.09,19,86.63,0.1,95.68,0.14,47.56,2.2,36.37,995.58,85.27,73.8,94.33,5.09,18.49,5.8,39.21,15.4,84.62,9.7,86.15,0.63,90.71,0.28,94.96,0.43,82.93,0.05,83,0.16,84.65,0.34,65.43,"Census Tract",NA,NA,6011
"Denver County","08031001901",67.45,100,68.1,98.72,8.82,69.28,92.87,7.65,70.57,82.88,48.38,46.94,91.62,99.04,97.12,55.64,63.41,99.36,43.65,14.33,8.25,79.02,0.38,77.1,0.73,97.99,3021.97,97.71,0.01,64.29,0.03,83.35,0.58,97.6,56.76,99.28,0.4,91.07,0.5,97.44,2.62,96.08,2.22,92.15,0,80.54,0,72.94,67.1,58.19,2.88,13.77,1.85,75.18,263.79,61.09,19,86.63,0.11,97.2,0.08,14.01,2,27.74,1532.54,97.91,NA,NA,9.87,88.2,4.1,8.45,17.5,95.33,10.1,89.69,0.76,97.2,0.38,99.44,0.59,96.28,0.12,94.98,0.13,72.13,0.47,92.79,"Census Tract",TRUE,NA,3346
"Denver County","08031004504",56.91,96.16,61.22,92.71,7.93,65.03,87.51,7.18,62.59,77.47,42.26,43.72,86.33,91.99,92.23,37.55,57.73,96.72,44.6,37.31,7.94,67.73,0.63,90.31,0.53,91.71,732.94,74.47,0,44.44,0,22.5,0.58,97.6,54.4,96.88,0.01,55.11,0.27,92.55,1.34,85.27,1.06,70.22,0,80.54,0,72.94,89.54,93.32,0,7.77,2.16,77.58,263.79,61.09,19,86.63,0.12,98.88,0.08,16.57,1.6,14.68,850.21,77.38,75.2,88.84,6.91,49.21,4.1,8.45,16.6,92.11,10.6,92.19,0.9,99.52,0.41,99.68,0.56,95.06,0.12,95.14,0.11,53.07,0.43,86.96,"Census Tract",TRUE,NA,4638
"Denver County","08031004505",53.59,93.67,63.34,95.6,8.2,59.19,79.42,6.53,68.51,78.17,38.17,36.29,82.08,98.24,92.71,26.18,39.15,92.87,44.4,32.99,8.02,70.3,0.71,94.48,0.58,94.69,1229.33,87.89,0.05,84.87,0,22.5,0.58,97.6,55.52,97.92,0.01,50.78,0.42,95.76,2.13,93.92,1.72,85.03,0,80.54,0,72.94,NA,NA,0,7.77,0,51.64,263.79,61.09,19,86.63,0.1,94.88,0.06,8.01,1.4,10,759.91,67.47,77.9,69.86,8.68,76.15,3.6,4.75,16.9,93.24,10.2,90.42,0.9,99.44,0.4,99.6,0.59,96.2,0.19,99.03,0.09,34.25,0.48,94.66,"Census Tract",TRUE,NA,4884
"Denver County","08031004506",58.29,96.8,62.58,94.48,8.1,65.16,87.67,7.19,63.82,75.46,47.21,41.68,88.63,94.08,90.31,53,52.76,98,44.51,35.71,7.99,69.5,0.76,96,0.56,93.8,408.19,53.76,0.01,70.78,0,22.5,0.58,97.6,52.65,94.08,0,41.85,0.35,94.32,1.89,91.83,1.85,86.71,0,80.54,0,72.94,NA,NA,4.33,18.17,0,51.64,263.79,61.09,19,86.63,0.08,79.74,0.07,11.13,1.7,17.26,806.84,72.54,76.6,80.84,7.72,63.18,4,7.25,17.4,95.09,12.3,97.18,0.89,99.2,0.43,99.92,0.64,97.73,0.21,99.43,0.1,51.53,0.52,97.65,"Census Tract",TRUE,NA,3795
"Denver County","08031008312",43.55,81.59,55.84,81.43,7.23,54.56,71.18,6.02,55.87,65.09,46.53,35.14,73.99,78.3,77.9,50.84,36.19,85.91,43.58,12.25,8.7,95.44,0.01,21.94,0.44,86.07,1826.42,92.8,0,44.44,0.01,69.58,0.58,97.6,49.16,85.83,0,25.48,0.16,81.27,2.39,95.2,0.91,65.65,0,80.54,0,72.94,NA,NA,3.91,16.73,0,51.64,263.79,61.09,19.2,88.79,0.06,53.4,0.06,8.89,1.7,17.26,952.73,83.33,80.6,40.19,7.79,64.69,4,7.25,14.9,78.99,9.1,80.35,0.92,99.84,0.28,94.88,0.46,86.57,0.11,94.66,0.08,25.93,0.4,81.54,"Census Tract",TRUE,NA,8245
"Denver County","08031008387",29.12,56.12,45.56,43.8,5.9,44.72,53.96,4.94,37.26,62.04,45.67,37.55,51.88,30.98,71.26,48.44,43.71,61.73,43.59,12.81,8.71,96.08,0,8.65,0.38,76.97,95.69,20.79,0,44.44,0,22.5,0.58,97.6,48.66,83.27,0,20.97,0.17,83.83,1.93,92.31,0.74,59.81,0,80.54,0,72.94,NA,NA,3.52,15.53,0,51.64,263.79,61.09,19.2,88.79,0.05,48.04,0.07,12.49,1.7,17.26,726.31,63.69,76.8,79.91,8.66,75.9,3.6,4.75,16.3,90.74,9.7,86.15,0.91,99.76,0.38,99.36,0.42,82.52,0.08,89.8,0.04,3.47,0.38,76.44,"Census Tract",NA,NA,7596
"Denver County","08031004503",48.12,87.75,59.48,88.95,7.7,56.59,74.46,6.25,60.1,71.44,46.3,41.61,71.57,88.15,86.23,49.88,52.52,83.75,44.69,39.55,7.9,66.85,0.66,92.15,0.52,90.9,377.82,50.98,0,44.44,0,22.5,0.58,97.6,52.08,92.79,0,41.42,0.26,92.07,1.3,84.63,1.06,70.14,0,80.54,0,72.94,NA,NA,3.92,16.81,0,51.64,263.79,61.09,19,86.63,0.07,79.34,0.08,14.49,1.3,7.66,884.06,80.19,71.7,97.95,10.42,91.21,4,7.25,16.2,89.86,10.3,90.98,0.85,98.72,0.29,96.24,0.67,98.46,0.09,91.42,0.06,16.48,0.49,95.38,"Census Tract",TRUE,NA,4390
"Denver County","08031004306",29.09,56.04,60.99,92.55,7.9,33.36,32.67,3.68,59.74,60.39,64.09,32.66,34.06,87.27,67.41,84.23,31.79,35.31,43.7,15.61,8.49,89.11,0.43,79.9,0.46,87.36,772.34,76.84,0,51.8,0,28.1,0.58,97.6,50.91,91.43,0.06,68.98,0.13,76.78,0.16,26.9,0.69,57.97,0,80.54,0,72.94,NA,NA,54.72,69.58,0,51.64,263.79,61.09,18.8,76.86,0.08,83.67,0.23,87.03,2.9,60,469.17,26.81,84.2,7.16,7.29,56.15,8.5,89.13,9.1,2.58,6.4,39.05,0.19,35.39,0.02,14.65,0.13,23.3,0.01,39.68,0.13,72.54,0.29,44.94,"Census Tract",NA,NA,5325
"Denver County","08031008386",39.74,75.9,47.59,52.52,6.16,58.42,77.26,6.45,46.03,59.88,38.4,40.51,76.33,55.72,66.77,27.3,50.68,87.59,43.58,12.57,8.7,95.68,0.04,39.87,0.35,74.56,226.86,37.07,0,44.44,0,22.5,0.58,97.6,47.41,71.74,0,23.83,0.2,87.75,1.42,86.79,0.38,43.23,0,80.54,0,72.94,NA,NA,0,7.77,0,51.64,263.79,61.09,19.2,88.79,0.09,89.03,0.06,7.61,1.7,17.26,832.83,75.44,76.2,83.63,9.18,82.43,3.8,5.96,16.4,91.3,10,88.81,0.93,100,0.42,99.76,0.4,80.74,0.07,87.29,0.1,42.89,0.34,65.59,"Census Tract",TRUE,NA,5449
"Denver County","08031008389",38.72,73.98,55.65,80.62,7.21,48.68,62.13,5.37,38.53,68.68,76.86,32.28,65.07,33.63,83.11,94.56,31.06,76.78,43.9,20.1,8.49,88.95,0.01,17.53,0.22,47.34,98.31,21.19,0,44.44,0,22.5,0.58,97.6,46.42,60.93,0,44.63,0.11,69.1,0.93,78.06,0.62,54.6,0,80.54,0,72.94,89.54,93.32,50.83,68.05,11.19,96.88,263.79,61.09,19,86.63,0.09,92.47,0.06,8.09,2,27.74,752.58,66.91,80.4,42.51,9.07,81.09,3.6,4.75,13,52.58,6,31.88,0.79,98,0.1,68.61,0.22,45.79,0.03,71.5,0.09,42.33,0.4,81.46,"Census Tract",NA,NA,11639
"Denver County","08031008391",39.35,74.78,53.83,76.46,6.97,51.14,65.57,5.65,39.82,72.57,63.11,36.8,65.49,36.75,87.35,83.43,40.51,77.66,44.04,23.78,8.42,86.15,0.01,17.13,0.23,49.19,45.19,13.34,0,44.44,0,45.88,0.58,97.6,45.88,54.92,0,43.41,0.09,62.61,1.97,92.71,1.31,76.7,0,80.54,0,72.94,89.54,93.32,11.42,31.71,7.55,94.56,263.79,61.09,19,86.63,0.07,72.22,0.08,18.73,1.9,23.71,593.27,45.89,79.6,51.44,9.29,83.6,3.8,5.96,13.8,66.34,6.9,49.44,0.68,93.03,0.15,83.27,0.25,52.35,0.08,88.91,0.08,29.73,0.37,73.6,"Census Tract",NA,NA,7315
"Denver County","08031008390",40.25,76.38,53.42,75.66,6.92,52.71,69.1,5.82,48.58,65.24,51.27,36.46,68.96,62.45,78.38,62.05,39.55,80.7,43.93,20.82,8.48,88.79,0.03,37.15,0.26,58.37,126.75,25.2,0,44.44,0,55.4,0.58,97.6,46.49,62.13,0,30.42,0.11,68.94,1.8,91.35,1,68.53,0,80.54,0,72.94,NA,NA,7.17,24.66,0,51.64,263.79,61.09,19.2,88.79,0.07,75.34,0.05,5.12,1.7,17.26,958.18,83.66,77.9,69.86,9,80.33,3.9,6.36,15.4,84.62,8,67.55,0.76,97.04,0.2,90.31,0.31,64.48,0.07,88.26,0.08,29.32,0.37,73.52,"Census Tract",NA,NA,9739
"Denver County","08031015600",46.28,85.83,71.82,99.76,9.3,45.08,54.84,4.98,77.62,78.73,53.31,37.4,52.75,99.92,93.03,66.77,42.99,62.53,44.77,41.39,7.96,68.37,0.32,72.3,0.45,87.04,837.34,79.38,0.05,84.39,0.11,92.95,0.58,97.6,52.94,94.48,0.01,54.77,0.2,88.07,1.61,89.35,3.32,97.76,0,80.54,0,72.94,81.77,75.75,5,19.94,2.01,76.54,263.79,61.09,19,86.63,0.11,98.24,0.05,5.84,1.3,7.66,881.86,80.03,74.9,90.23,8.47,73.56,4,7.25,16.8,92.67,10.4,91.3,0.85,98.64,0.34,97.84,0.5,90.21,0.15,97.33,0.04,3.72,0.35,68.42,"Census Tract",TRUE,NA,8879
"Douglas County","08035014010",15.04,15.77,43.54,35.87,5.64,24.17,15.21,2.67,38.96,49.06,47.18,19.7,28.64,34.75,45.24,52.76,8.97,27.54,46.18,72.14,7.19,48.52,0.01,14.57,0.24,51.77,380.62,51.23,0.05,84.23,0,22.5,0.02,18.98,44.37,42.51,0.34,89.77,0.07,51,0.12,17.77,0.37,42.03,0,80.54,0,72.94,41.32,34.05,46.22,65.25,12.54,97.44,51.29,18.57,18,41.95,0.09,88.71,0.08,18.9,1.6,14.68,583.24,44.52,84.1,7.63,4.86,15.98,4.8,18.44,11.4,26.49,4.4,6.84,0.32,62.93,0.02,19.54,0.11,15.61,0.05,82.75,0.05,10.1,0.26,34.41,"Census Tract",NA,NA,5997
"Douglas County","08035014007",18.79,27.62,43.89,37.71,5.68,29.94,26.1,3.31,42.81,42.79,47.17,22.35,37.53,46.92,31.63,52.68,12.89,40.59,46.12,70.38,7.35,52.12,0,10.01,0.28,61.76,1050.19,84.62,0,44.44,0.01,66.69,0.02,18.98,44.67,44.76,0,42.46,0.06,47.72,0.16,25.86,0.3,36.99,0,80.54,0,72.94,0,23.06,77.44,77.66,2.92,81.83,51.29,18.57,18,41.95,0.04,32.99,0.1,25.06,1.5,12.26,841.03,76.41,80.3,43.72,6.72,46.78,4.3,11.43,11.5,28.1,3.7,2.74,0.39,73.82,0.03,26.66,0.1,15.29,0.01,50.45,0.08,27.87,0.34,66.07,"Census Tract",NA,NA,3374
"Douglas County","08035014126",11.16,6.33,39.43,23.94,5.11,19.79,8.25,2.18,43.02,50.62,21.08,22.08,17.5,47.32,48.28,2.72,12.09,12.41,46.63,82.63,7.16,47.88,0,8.65,0.33,72.14,376.86,50.9,0.01,73.02,0,49.64,0.02,18.98,46.2,58.37,0,6.15,0.08,55.96,0.37,53.32,1.68,84.63,0,80.54,0,72.94,89.54,93.32,0,7.77,0,51.64,51.29,18.57,17.2,26.5,0.03,14.73,0.14,50.44,2.2,36.37,454.21,25.12,81.3,32.19,4.71,14.14,5.4,31.16,10.7,16.1,4.5,8.05,0.28,57.09,0,3.12,0.13,22.65,0.02,67.85,0.03,2.02,0.31,51.9,"Census Tract",NA,NA,2130
"Douglas County","08035014130",7.19,1.84,51.36,67.81,6.65,9.79,1.28,1.08,48.04,63.52,45.82,15.54,4.04,60.85,75.26,48.84,4.72,0.8,46.8,85.27,7.02,45.48,0.04,38.35,0.31,69.24,379.01,51.06,0,44.44,0.01,66.93,0.02,18.98,44.8,45.96,2.13,97.49,0.1,65.33,0.52,62.69,1.34,77.1,0,80.54,0,72.94,0,23.06,37.17,59.81,0,51.64,51.29,18.57,18.8,76.86,0.04,32.35,0.07,11.53,1.8,20.65,467.8,26.57,NA,NA,6.14,36.23,5,21.98,9.7,6.04,3.9,3.46,0.16,28.66,0.01,11.37,0.01,0.24,0,29.31,0.04,2.1,0.13,0.89,"Census Tract",NA,NA,7396
"Douglas County","08035014008",9.17,3.28,40.85,28.18,5.29,15.7,3.12,1.73,36.86,42.77,46.89,20.61,10.8,29.94,31.55,51.8,10.17,4.72,46.28,75.1,7.16,47.96,0.01,24.1,0.19,40.98,389.44,52.05,0,44.44,0,22.5,0.02,18.98,43.22,35.79,0.02,57.45,0.06,48.12,0.12,17.21,0.35,40.59,0,80.54,0,72.94,0,23.06,61.49,71.74,3.8,86.47,51.29,18.57,18,41.95,0.08,79.98,0.07,11.93,1.9,23.71,500.19,30.92,NA,NA,6.28,38.49,5.3,29.23,9.8,6.84,4.3,6.04,0.14,22.18,0.01,10.09,0.05,4.05,0,24.7,0.04,3.63,0.22,19.51,"Census Tract",NA,NA,9343
"Douglas County","08035014011",10.16,4.56,41.22,28.82,5.34,17.25,4.24,1.9,38.37,40.8,47.34,21.08,13.42,33.47,28.1,53.32,11.05,7.05,46.53,80.46,7,45.24,0,12.09,0.25,55.8,337.42,47.87,0,55.48,0,61.25,0.02,18.98,39.36,23.78,0,36.48,0.06,45.4,0.14,20.74,0.34,40.43,0,80.54,0,72.94,0,23.06,128.56,85.11,1.9,75.74,51.29,18.57,18,41.95,0.13,99.44,0.08,15.37,2.1,31.53,504.12,31.24,79.5,52.93,4.48,11.46,5.7,37.52,9.6,5.31,4.1,4.51,0.24,48.76,0.01,4.8,0.05,3.72,0,24.7,0.05,7.59,0.26,35.71,"Census Tract",NA,NA,5608
"Douglas County","08035014127",8.63,2.88,33.34,11.29,4.32,18.11,5.36,2,32.83,34.93,32.8,27.2,9.02,23.78,18.57,13.77,20.66,3.2,46.84,86.07,6.8,41.95,0.01,20.42,0.16,34.86,100.19,21.44,0.01,69.34,0,22.5,0.02,18.98,40.81,27.14,NA,NA,0.05,43.8,0.08,13.13,0.16,23.3,0,80.54,0,72.94,0,23.06,94.16,81.43,0,51.64,51.29,18.57,16.6,14.81,0.04,23.22,0.14,50.04,2.8,55.81,442.41,23.67,81.6,26.88,6.38,40.84,6.8,61.11,9.3,3.7,5.5,21.34,0.12,16.49,0.01,5.04,0.05,3.56,0,24.7,0.04,3.55,0.23,20.73,"Census Tract",NA,NA,5289
"Adams County","08001007802",48.54,88.39,49.39,59.57,6.4,68.76,92.15,7.59,47.72,70.47,31.64,43.69,93.82,60.13,85.35,11.93,57.57,99.6,43.69,15.37,8.59,92.95,0.26,68.05,0.49,88.97,1400.94,89.28,0,52.2,0,27.14,0.01,13.77,49.02,85.19,0.01,53.99,0.1,66.05,0.73,71.66,1.54,81.59,0,80.54,0,72.94,NA,NA,0,7.77,0,51.64,74.31,32.51,18.8,76.86,0.07,72.62,0.06,6.97,2.1,31.53,1367.93,95.81,74.3,93.12,10.86,93.56,3.6,4.75,18.3,97.18,11.2,94.44,0.86,98.88,0.37,98.88,0.65,98.22,0.25,99.68,0.14,73.59,0.51,96.84,"Census Tract",TRUE,NA,4389
"Adams County","08001008550",25.68,48.44,46.05,45.48,5.96,39.01,43.71,4.31,36.89,59.84,50.59,40.15,37.87,30.1,66.69,61.01,50.04,41.39,43.64,14.09,8.85,99.12,0.03,37.79,0.33,72.06,467.68,57.45,0,44.44,0,23.86,0.01,13.77,43.91,39.63,0.01,48.87,0.11,68.05,0.43,57.01,0.35,41.23,0,80.54,0,72.94,NA,NA,44.97,64.45,0,51.64,74.31,32.51,18.6,60.53,0.08,86.31,0.1,24.9,3.1,66.37,590.84,45.41,83.2,13.12,8.32,71.05,5.1,24.72,13,52.58,6.1,34.54,0.27,55.08,0.08,64.61,0.1,15.05,0.05,81.94,0.08,31.58,0.23,21.3,"Census Tract",NA,NA,8220
"Adams County","08001008549",21.89,37.79,42.65,33.79,5.52,35.9,37.87,3.96,29.85,63.2,47.69,24.99,46.82,19.86,74.54,54.44,16.97,54.6,43.66,14.41,8.85,99.04,0,8.65,0.29,64.98,246.91,39.03,0,44.44,0,22.5,0.01,13.77,44.56,43.71,0.15,81.63,0.09,62.69,0.29,46.12,0.22,30.1,0.4,81.67,0,72.94,96.66,95.15,26.61,50.92,0,51.64,74.31,32.51,18.6,60.53,0.08,84.71,0.05,3.92,2.2,36.37,555.4,39.37,NA,NA,4.83,15.23,4.1,8.45,14.8,77.86,6,31.88,0.34,67.09,0.11,73.74,0.25,51.46,0.01,45.18,0.08,32.31,0.25,28.34,"Census Tract",NA,NA,4022
"Adams County","08001008545",24.76,45.8,47.19,50.28,6.11,36.7,39.71,4.05,37.23,65,49.31,44.51,28.88,30.9,77.74,57.57,59.41,27.94,43.98,22.34,8.76,97.2,0.01,17.29,0.33,71.58,179.52,32.65,0,44.44,0,49.96,0.01,13.77,45.43,51.16,0.03,63.17,0.08,53.24,0.46,59.49,0.79,61.89,1.6,83.51,0,72.94,NA,NA,35.6,58.21,0,51.64,74.31,32.51,18.6,60.53,0.06,65.33,0.12,38.35,3.2,69.27,729.85,64.17,81.7,25.95,6.92,49.79,5.8,39.21,11.8,32.61,6.3,37.28,0.28,57.25,0.07,59.09,0.08,9.39,0.01,31.74,0.08,30.13,0.22,19.11,"Census Tract",NA,NA,7138
"Adams County","08001008544",16.68,20.82,43.95,38.11,5.69,26.56,19.38,2.93,32.16,61.55,49.91,25.07,28.04,22.98,70.06,59.17,17.05,26.74,44.05,24.34,8.74,96.56,0,8.65,0.31,69.08,233.19,37.48,0,44.44,0,22.5,0.01,13.77,45.36,50.76,0.05,66.12,0.07,49.96,0.24,41.07,0.83,63.33,8.6,86.79,0,72.94,NA,NA,39.47,61.09,0,51.64,74.31,32.51,18.6,60.53,0.07,78.14,0.07,10.65,2.6,48.55,516.16,32.93,81.3,32.19,5.25,20.5,4.4,12.96,11.7,30.76,4.8,11.19,0.31,62.61,0.05,46.68,0.11,17.31,0.01,48.42,0.06,10.66,0.22,18.62,"Census Tract",NA,NA,5729
"Adams County","08001008547",27.72,52.28,44.86,41.79,5.81,43.22,51.16,4.77,34.49,61.54,48.92,42.5,43.95,26.26,69.9,56.45,55.32,50.12,43.75,16.97,8.82,98.4,0.01,20.5,0.31,68.04,369.33,50.25,0,44.44,0,22.5,0.01,13.77,44.4,42.83,0.04,63.6,0.09,62.53,0.27,44.68,0.26,34.03,0.2,81.27,0,72.94,89.54,93.32,16.5,38.51,1.89,75.58,74.31,32.51,18.6,60.53,0.11,97.04,0.08,17.61,2.2,36.37,472.46,27.38,75,89.77,7.32,56.65,5.4,31.16,13,52.58,6,31.88,0.28,58.21,0.09,67.33,0.19,38.19,0.03,72.23,0.08,28.68,0.24,23.24,"Census Tract",NA,NA,3663
"Adams County","08001008548",22.8,40.43,42.03,31.87,5.44,37.94,41.55,4.19,28.96,58.2,52,27.25,48.63,18.33,64.05,64.45,20.9,57.17,43.71,16.09,8.83,98.8,0.03,37.39,0.27,61.59,17.2,6.3,0,44.44,0,22.5,0.01,13.77,44.71,45.16,0.08,74.26,0.09,59.73,0.2,34.19,0.2,28.1,2,84.39,0,72.94,89,86.21,61.81,71.98,0,51.64,74.31,32.51,18.6,60.53,0.1,95.12,0.11,30.98,2.2,36.37,489.76,29.31,NA,NA,6.47,42.34,3.9,6.36,13,52.58,4.4,6.84,0.39,73.5,0.03,34.11,0.18,34.87,0.01,44.7,0.1,44.59,0.38,75.95,"Census Tract",NA,NA,1639
"Adams County","08001009207",36.09,69.66,43.98,38.27,5.7,57.39,76.06,6.34,29.6,70.08,46.65,43.44,71.35,19.22,84.95,51.16,56.93,83.43,43.49,9.85,8.85,99.2,0,8.65,0.36,74.72,241.73,38.71,0,44.44,0,22.5,0.01,13.77,45.5,51.8,0.07,70.36,0.15,80.94,1.68,89.99,0.22,29.54,0,80.54,0,72.94,89.54,93.32,14.57,35.39,3.51,85.03,74.31,32.51,18.2,48.44,0.09,92.95,0.1,26.26,1.8,20.65,1319.46,95.09,79.4,54.79,6.14,36.23,4.3,11.43,15.2,82.37,7.6,61.51,0.6,88.95,0.14,82.23,0.35,73.06,0.05,82.02,0.1,46.28,0.34,65.02,"Census Tract",NA,NA,4760
"Douglas County","08035014129",9.24,3.52,36.76,17.29,4.76,17.59,4.72,1.94,36.49,41.35,32.72,22.53,12.64,29.22,29.3,13.69,13.29,6.49,46.75,84.71,7.06,46.6,0.01,24.02,0.3,65.54,89.72,20.05,0,57.25,0,22.5,0.02,18.98,43.59,37.71,0,9.27,0.08,56.29,0.26,43.55,0.96,67.17,0,80.54,0,72.94,0,23.06,21.79,45.08,0,51.64,51.29,18.57,17.2,26.5,0.04,30.9,0.08,17.29,1.8,20.65,406.88,19.57,NA,NA,8.97,80,5.5,33.25,10.3,11.59,4.7,9.98,0.16,28.02,0.01,9.93,0.05,3.4,0.01,40.32,0.05,5.57,0.22,19.19,"Census Tract",NA,NA,3742
"Douglas County","08035014124",10.05,4.24,43.58,36.27,5.64,16.13,3.44,1.78,35.72,55.7,47.16,25.58,6.68,27.86,58.45,52.44,17.77,1.76,46.94,87.27,6.91,43.55,0,12.41,0.27,61.51,324.41,46.73,0,44.44,0,22.5,0.02,18.98,43.42,36.83,0.06,69.41,0.1,66.53,0.3,47.56,0.65,55.88,0,80.54,0,72.94,0,23.06,49.05,67.09,0,51.64,51.29,18.57,18.8,76.86,0.05,41.15,0.09,22.82,2,27.74,591.88,45.73,80.4,42.51,5.2,20.08,5.6,35.51,10.3,11.59,4.8,11.19,0.14,21.94,0.01,10.17,0.04,1.62,0,24.7,0.05,4.93,0.15,2.02,"Census Tract",NA,NA,5288
"Douglas County","08035014006",6.66,1.68,34.85,13.61,4.51,13.37,1.76,1.48,27.62,42.5,41.66,16.76,9.98,16.65,31.31,35.95,5.52,3.84,46.46,79.5,6.96,44.68,0.01,19.7,0.15,32.53,20.05,7.04,0,44.44,0,22.5,0.02,18.98,41.91,30.82,0.03,61.79,0.06,45.56,0.09,14.41,0.42,45.56,0,80.54,0,72.94,0,23.06,70.45,75.9,0.53,64.29,51.29,18.57,17.8,33.23,0.09,89.27,0.08,16.01,1.9,23.71,617.49,49.03,85.6,3.16,4.7,13.81,5.2,27.05,10.1,9.58,4.2,5.56,0.23,47.72,0.02,15.45,0.03,0.65,0.01,47.21,0.05,5.82,0.19,7.53,"Census Tract",NA,NA,6934
"Adams County","08001009327",43.81,82.07,48.27,55.4,6.25,63.5,84.71,7.01,42.07,63,45.93,69.28,57.71,44.44,74.14,49,95.52,69.42,44.11,25.94,8.67,94.96,0.03,34.83,0.46,87.12,492.24,60.07,0,44.44,0,22.5,0.01,13.77,46.88,66.85,0,44.19,0.1,66.13,0.65,69.02,0.28,35.63,0,80.54,0,72.94,89.54,93.32,20.25,43.8,0,51.64,74.31,32.51,18.6,60.53,0.11,97.84,0.17,64.77,4.2,89.68,678.4,57.89,79.8,48.65,7.69,62.93,7.2,68.84,13.5,60.95,9.8,87.04,0.44,78.06,0.12,75.82,0.29,59.87,0.01,30.85,0.1,46.69,0.37,72.39,"Census Tract",NA,NA,4435
