county_name,geoid20,geoid,enviroscreen_score_percentile,pollution_and_climate_burden_score_percentile,pollution_and_climate_burden_scale_value,health_and_social_factors_score_percentile,health_and_social_factors_scale_value,environmental_exposures_score_percentile,environmental_effects_score_percentile,climate_vulnerability_score_percentile,sensitive_populations_score_percentile,demographics_score_percentile,ozone_percentile,fine_particle_pollution_percentile,lead_exposure_risk_percentile,diesel_particulate_matter_(pm)_percentile,traffic_proximity_&_volume_percentile,air_toxics_emissions_percentile,other_air_pollutants_percentile,drinking_water_regulations_percentile,noise_percentile,wastewater_discharge_indicator_percentile,proximity_to_national_priorities_list_sites_percentile,proximity_to_risk_management_plan_sites_percentile,proximity_to_hazardous_waste_facilities_percentile,proximity_to_oil_and_gas_percentile,proximity_to_mining_locations_percentile,impaired_streams_and_rivers_percentile,wildfire_risk_percentile,floodplains_percentile,drought_percentile,extreme_heat_days_percentile,population_under_5_percentile,population_over_64_percentile,heart_disease_in_adults_percentile,asthma_hospitalization_rate_percentile,life_expectancy_percentile,low_birth_weight_percentile,cancer_prevalence_percentile,diabetes_prevalence_percentile,mental_health_indicator_percentile,percent_people_of_color_percentile,percent_less_than_high_school_education_percentile,percent_low_income_percentile,percent_linguistic_isolation_percentile,percent_disability_percentile,housing_cost_burdened_percentile,area,justice40,disproportionately_impacted_community,total_population
Morgan County,08087000700,8087000700,50.28,2.64,3.4,94.72,7.86,22.1,12.09,1.12,97.68,79.74,2.56,36.35,82.23,28.5,29.13,44.44,84.63,50.6,25.62,36.83,3.12,64.13,8.33,80.54,72.94,65.52,8.81,99.36,1.68,12.89,95.36,54.52,98.15,76.89,88.84,38.41,83.49,71.58,87.04,56.37,88.07,77.02,46.15,67.12,83.08,Census Tract,NA,NA,5971
Morgan County,08087000800,8087000800,26.58,1.52,3.05,71.58,6.04,13.61,10.89,1.6,83.99,61.09,2.72,34.67,74.94,18.68,8.1,50.36,98.96,50.6,15.85,63.69,2.96,44.12,9.69,94.4,81.91,29.74,24.82,73.1,1.68,13.45,63.09,80.06,97.98,34.54,34.88,43.26,78.42,50.24,70.77,37.79,76.06,47.09,89.55,70.11,22.19,Census Tract,NA,NA,1719
Otero County,08089968000,8089968000,58.37,11.37,4.32,84.15,6.96,11.77,38.51,29.62,95.92,67.01,3.28,15.13,91.59,17.55,26.02,44.44,22.5,98.88,14.09,58.06,30.98,39.63,12.09,80.54,72.94,80.82,28.58,51.64,83.35,19.78,17.21,88.39,97.98,51.93,90.23,87.95,95.01,70.13,96.22,50.6,63.01,90.13,33.12,95.4,35.3,Census Tract,NA,NA,1593
Otero County,08089968100,8089968100,75.82,11.77,4.36,99.6,9.11,14.01,23.06,46.28,97.84,98.96,2.48,15.93,85.83,18.12,36.09,44.44,46.2,98.88,11.45,48.7,7.53,81.1,7.93,80.54,72.94,80.82,70.62,51.64,83.35,13.45,38.51,58.61,88.23,84.14,97.3,78.74,61.11,94.93,99.92,94.96,92.39,98.79,95.63,93.05,69.8,Census Tract,TRUE,NA,2527
Otero County,08089968200,8089968200,50.92,6.49,4,81.43,6.73,9.69,22.02,32.75,85.99,75.26,2.4,15.05,77.82,18.84,8.35,44.44,67.65,98.88,12.97,45.58,7.45,66.85,7.77,80.54,91.83,75.43,42.59,51.64,83.35,14.81,22.98,91.91,98.23,75.85,74.14,10.38,92.11,76.89,99.44,80.22,78.22,91.18,62.83,97.98,17.89,Census Tract,TRUE,NA,2764
Otero County,08089968300,8089968300,71.9,16.25,4.67,95.6,8.04,18.17,18.33,63.97,99.68,74.86,2.32,14.17,68.78,19.97,27.33,87.27,80.14,98.88,16.33,95.58,5.04,54.68,5.68,80.54,81.91,62.5,62.93,51.64,83.35,26.5,75.98,84.95,97.66,76.81,74.14,81.76,89.13,73.51,96.22,75.5,83.03,86,26.88,87.64,48.1,Census Tract,TRUE,NA,4104
Otero County,08089968400,8089968400,66.45,8.09,4.09,96.8,8.27,12.97,16.01,41.15,98.32,85.51,2.64,12.17,84.31,9.42,23.57,86.55,88.87,98.88,8.09,56.76,11.69,14.73,9.93,80.54,94.72,60.34,63.33,51.64,83.35,12.89,79.9,85.43,97.66,49.84,59.91,NA,80.27,74.56,97.5,71.34,83.91,88.19,52.15,97.58,58.62,Census Tract,TRUE,NA,1101
Otero County,08089968500,8089968500,42.99,6.89,4.02,69.74,5.88,9.21,14.65,51.88,82.95,57.73,2.16,16.25,80.54,20.05,4.58,75.18,73.34,98.88,11.13,82.76,4.8,34.27,5.6,80.54,77.34,71.34,56.85,51.64,83.35,19.78,73.82,85.83,99.19,33.01,9.95,67.28,87.68,60.95,89.69,38.91,65.01,66.99,24.7,96.53,34.9,Census Tract,NA,NA,1608
Otero County,08089968600,8089968600,63.41,10.89,4.28,92.63,7.63,17.37,11.85,48.92,94,82.95,2.08,14.41,90.39,24.24,31.18,53.24,30.74,98.88,33.47,98.35,4.56,36.35,5.36,80.54,72.94,44.18,38.75,51.64,83.35,26.5,36.51,57.65,88.23,93.08,94.79,47.45,52.98,75.2,92.19,83.91,78.54,88.92,58.3,93.94,39.6,Census Tract,TRUE,NA,4585
Ouray County,08091967600,8091967600,13.93,17.05,4.75,21.7,3.05,1.52,23.46,97.44,34.27,17.29,87.35,4,60.05,1.29,19.8,44.44,48.92,2.64,5.12,77.56,41.07,4.24,12.97,84.79,97.84,81.9,89.99,51.64,98.24,95.28,35.31,94.72,52.82,2.58,13.12,82.26,90.58,20.69,67.55,1.12,21.06,38.43,25.02,60.66,64.13,Census Tract,NA,NA,4796
Park County,08093000100,8093000100,41.95,20.18,4.91,50.2,4.73,6.49,14.41,95.76,85.75,25.54,99.6,4.88,41.87,6.44,11.62,44.44,22.5,51,8.01,NA,38.75,4.4,14.89,80.54,77.34,65.19,93.51,51.64,80.38,100,51.4,78.22,99.03,19.4,47.07,89.37,70.61,54.35,66.34,16.41,12.49,36.57,24.7,69.55,30.61,Census Tract,NA,NA,7051
Park County,08093000200,8093000200,20.34,15.61,4.66,30.26,3.56,4,11.61,96,39.23,27.22,98.72,3.36,46.84,5.07,4.91,44.44,22.5,51,6.97,NA,38.83,5.04,14.17,80.54,72.94,43.86,95.92,51.64,80.38,100,21.94,72.3,99.52,15.46,36.19,12.22,65.62,35.75,43.16,9.69,39.63,21.84,24.7,53.47,45.67,Census Tract,NA,NA,3836
Park County,08093000300,8093000300,6.49,4.88,3.83,19.54,2.94,0.8,7.29,88.39,35.15,13.61,97.44,0.08,52.76,0.89,5.56,44.44,93.43,51,10.41,34.84,41.87,2.24,10.49,80.54,98.88,27.8,54.92,51.64,80.38,98,40.75,36.19,99.35,1.13,NA,100,39.21,70.13,47.34,3.28,12.97,64.08,30.77,5.17,90.61,Census Tract,NA,NA,2900
Park County,08093000400,8093000400,2.24,6.16,3.95,6.41,2.05,0.96,3.04,94.4,29.54,1.12,93.59,0.48,28.9,1.61,2.7,44.44,75.34,51,6.41,14.64,36.67,1.76,9.37,80.54,97.44,27.26,83.27,51.64,80.38,98.72,47.24,87.43,98.79,10.63,NA,1,83.49,38.57,73.35,9.53,13.85,22.73,24.7,0.32,0.97,Census Tract,NA,NA,1378
Park County,08093000500,8093000500,24.5,9.05,4.16,42.91,4.28,0.88,8.41,95.04,76.06,21.3,67.97,1.52,39.15,2.09,1.15,44.44,62.13,51,3.52,17.68,32.67,2.72,11.77,80.54,94.56,71.23,90.55,51.64,80.38,97.52,4.64,97.6,99.35,42.19,NA,95.06,94.36,41.63,89.69,4.16,11.93,74.84,24.7,99.52,22.91,Census Tract,NA,NA,2702
Phillips County,08095967600,8095967600,17.69,0.08,2.22,85.67,7.06,4.56,10.41,0.08,93.03,73.82,0.24,21.78,82.63,14.9,12.19,91.67,85.75,13.93,21.3,NA,8.89,48.12,5.76,97.2,96.16,23.06,8.97,51.64,1.68,0.56,84.07,57.81,97.98,46.22,51.44,43.93,89.13,62.96,86.15,62.05,81.59,74.11,88.5,53.31,31.58,Census Tract,NA,NA,3050
Phillips County,08095967700,8095967700,9.69,0.4,2.56,54.68,4.96,5.84,12.97,0.24,91.51,23.06,0.48,21.62,92.47,14.57,NA,81.35,73.74,13.93,20.9,NA,5.36,83.91,10.01,85.67,97.36,23.06,8.49,51.64,1.68,6.49,70.3,85.59,98.47,43.24,40.19,60.92,97.91,38.57,81.64,1.44,45.32,60.68,24.7,86.91,31.66,Census Tract,NA,NA,1240
Pitkin County,08097000100,8097000100,16.17,9.37,4.19,31.47,3.62,1.68,18.82,86.47,10.41,51.56,93.19,1.76,50.36,1.13,27.25,96.32,56.61,2.96,4.48,86.22,33.95,11.69,10.81,89.19,87.35,23.28,84.31,60.53,91.43,41.95,41.95,70.06,2.58,5.23,16.09,16.07,58.94,28.1,41.38,24.02,45.48,27.43,68.58,48.47,82.67,Census Tract,NA,NA,7440
Pitkin County,08097000401,8097000401,3.68,14.73,4.6,6.33,2.05,3.04,17.37,94.16,8.65,12.49,95.92,1.04,52.68,7.49,43.7,44.44,22.5,2.96,13.85,14.56,34.27,87.99,8.09,80.54,81.91,23.06,53.4,69.1,91.43,98,6.65,79.18,3.31,11.35,23.81,66.03,65.62,8.53,23.59,7.77,6,27.51,72.06,4.68,67.37,Census Tract,NA,NA,4779
Pitkin County,08097000402,8097000402,2.16,6.97,4.03,5.2,1.99,0.48,15.05,91.27,6.97,12.89,96.72,0.88,39.23,0.4,50.57,44.44,22.5,2.96,7.37,11.61,34.67,85.83,8.01,80.54,73.74,23.06,47.96,59.73,91.43,97.12,6.49,66.21,3.31,3.7,16.09,76.49,52.98,19.16,31.88,24.34,28.26,46.2,24.7,0.73,59.27,Census Tract,NA,NA,2926
Pitkin County,08097000500,8097000500,2,13.29,4.49,3.28,1.76,0.72,20.18,95.92,6.33,8.81,96.32,0.64,47.8,0.64,38.54,58.37,61.97,2.96,5.04,49.83,34.11,33.07,8.89,80.54,86.39,23.49,73.42,59.57,91.43,98.96,91.67,38.99,0.4,9.1,16.09,44.18,46.78,16.1,21.34,7.29,3.6,29.29,77.49,6.38,23.08,Census Tract,NA,NA,2781
Prowers County,08099000100,8099000100,13.77,1.68,3.12,48.68,4.63,6.89,3.52,14.97,59.73,43.88,0.64,22.26,72.7,16.51,4.5,65.49,78.06,99.52,17.61,35.53,1.28,76.54,1.12,89.75,91.59,73.28,45.64,71.1,80.78,4.56,62.85,68.69,99.84,5.39,18.33,71.46,74.56,48.71,65.06,14.33,43.07,53.96,56.11,80.78,23.89,Census Tract,NA,NA,1490
Prowers County,08099000200,8099000200,54.28,4.24,3.72,93.19,7.66,22.58,2.56,10.89,83.59,91.75,0.72,20.9,89.59,23.59,48.85,87.19,85.03,99.52,28.5,49.05,1.04,62.85,0.8,80.54,88.79,80.82,30.1,96.4,80.78,3.92,67.17,63.81,99.03,25.68,96.65,14.81,50.32,90.74,97.5,91.11,97.76,95.23,94.25,95.07,37.89,Census Tract,TRUE,NA,2421
Prowers County,08099000300,8099000300,49.32,3.36,3.57,88.39,7.28,17.21,2.24,17.45,88.95,82.31,0.8,20.18,77.98,22.22,35.02,65.73,55,99.52,30.1,40.64,0.96,66.21,0.88,80.54,76.06,80.82,49.48,92.39,80.78,3.92,32.11,60.93,99.68,57.41,76.09,38.91,70.61,71.58,78.18,73.74,86.23,65.21,81.13,69.87,50.45,Census Tract,NA,NA,4575
Prowers County,08099000600,8099000600,16.33,0.32,2.51,71.9,6.05,4.32,4.88,2.56,76.94,66.45,0.08,23.78,85.75,13.77,14.48,44.44,74.22,99.52,14.89,34.32,0.88,73.9,3.28,80.54,88.79,65.95,39.07,51.64,80.78,0.88,60.45,70.38,99.76,4.99,47.07,53.89,87.68,83.17,95.81,70.86,91.35,83.82,91.5,89.66,6.8,Census Tract,NA,NA,1365
Prowers County,08099000700,8099000700,44.68,2,3.19,92.47,7.61,6.41,2.48,24.98,82.31,92.15,0.56,16.81,70.54,12.4,7.94,91.83,90.39,99.52,11.37,39.51,0.8,51.64,1.52,89.99,98.4,63.15,66.85,58.05,80.78,6.24,92.39,82.07,99.92,11.92,23.81,52.47,70.61,80.19,92.19,82.79,93.67,86.41,82.27,94.59,55.95,Census Tract,TRUE,NA,2171
Pueblo County,08101000100,8101000100,78.86,49.24,6.08,83.75,6.92,42.91,89.19,9.61,98.4,57.41,26.74,26.02,87.75,33.74,44.27,44.44,30.9,56.77,52.6,99.48,82.31,55.32,65.41,80.54,72.94,NA,42.83,51.64,90.71,3.92,34.75,90.47,85.32,87.76,91.07,96.74,74.56,64.9,89.69,62.21,38.51,75.49,24.7,95.56,32.06,Census Tract,NA,NA,2576
Pueblo County,08101000200,8101000200,93.03,46.28,5.99,98.96,8.79,46.6,88.47,5.6,97.04,97.6,26.02,25.38,74.86,31.64,20.95,50.44,75.26,56.77,67.49,99.65,87.67,71.58,53,80.54,72.94,60.78,28.1,90.39,90.71,1.92,91.11,36.11,77.5,91.95,71.26,98.74,33.25,94.93,96.22,93.35,81.51,94.74,83.08,97.33,77.49,Census Tract,NA,NA,2019
Pueblo County,08101000300,8101000300,64.61,29.06,5.34,74.3,6.23,22.02,91.43,4.24,8.89,99.44,25.86,26.1,8.65,34.3,10.23,44.44,75.02,56.77,79.26,98.44,90.55,72.86,54.2,80.54,72.94,NA,43.96,51.64,90.71,1.92,1.68,46.52,82.5,6.76,NA,NA,2.66,99.92,98.07,77.98,96.96,100,NA,100,NA,Census Tract,TRUE,NA,1838
Pueblo County,08101000400,8101000400,85.03,52.68,6.17,90.07,7.4,51.64,89.99,5.52,93.92,78.7,25.78,25.86,92.55,35.67,33.88,44.44,57.17,56.77,67.25,97.75,87.35,55.56,65.17,80.54,72.94,NA,23.94,51.64,90.71,3.92,41.39,57.41,87.1,68.12,89.4,54.48,58.94,78.99,86.15,81.67,74.22,87.14,24.7,99.11,69.88,Census Tract,NA,NA,2714
Pueblo County,08101000500,8101000500,87.27,73.18,6.84,84.07,6.96,71.74,92.79,6.97,73.82,85.99,24.82,26.26,93.84,42.11,92.39,44.44,80.94,56.77,65.57,83.1,89.99,66.37,70.54,80.54,75.66,83.84,16.41,97.36,90.71,3.92,14.33,77.26,89.68,91.55,89.77,11.46,63.61,60.95,75.93,71.1,76.38,63.51,58.7,99.68,82.27,Census Tract,NA,NA,2062
Pueblo County,08101000600,8101000600,91.03,56.85,6.3,95.44,8.03,63.57,91.99,2.48,81.75,98.32,25.06,25.46,95.2,38.16,45.66,44.44,67.89,56.77,88.55,86.4,93.03,78.7,57.33,80.54,72.94,NA,7.77,51.64,90.71,3.92,18.65,61.25,91.94,97.02,99.72,25.19,24.72,94.93,94.93,89.11,85.83,99.03,73.52,97.09,93.36,Census Tract,TRUE,NA,1920
Pueblo County,08101000800,8101000800,98.32,78.54,7.09,98.32,8.55,69.58,96.8,14.17,92.63,98.24,22.74,25.7,92.23,56.28,65.71,44.44,85.83,56.77,61.17,88.21,93.35,77.02,64.13,80.54,81.91,98.06,34.43,95.76,90.71,3.92,67.81,24.82,77.5,96.86,94.79,96.9,20.45,97.42,98.39,92.95,92.47,98.54,77.09,96.69,79.6,Census Tract,TRUE,NA,3130
Pueblo County,08101000902,8101000902,84.31,38.43,5.71,95.04,7.92,47.24,70.3,8.73,96.24,85.27,22.66,27.3,67.25,47.26,38.22,44.44,68.86,56.77,38.51,73.48,86.15,54.92,68.94,80.54,75.66,23.06,36.91,51.64,90.71,3.92,72.7,47.24,82.5,84.22,87.81,64.02,46.78,80.19,85.02,85.35,65.73,80.99,76.76,90.31,48.18,Census Tract,NA,NA,6327
Pueblo County,08101000903,8101000903,0.8,11.61,4.34,0.88,0.6,11.45,55.48,12.01,0.88,2.96,22.82,27.22,8.65,37.76,6.38,44.44,22.5,56.77,37.39,71.58,77.58,27.46,66.05,80.54,72.94,23.06,54.6,51.64,90.71,3.92,1.68,1.04,1.05,NA,NA,NA,0.24,100,1.29,56.12,2.48,100,24.7,0.65,2.27,Census Tract,NA,NA,521
Pueblo County,08101000904,8101000904,93.27,55.8,6.26,97.76,8.42,52.36,93.11,3.92,99.52,82.87,23.7,26.66,80.3,49.52,37.89,44.44,69.82,56.77,44.68,93.33,85.91,52.28,76.62,80.54,75.66,95.91,12.09,88.07,90.71,3.92,67.09,94.88,96.29,96.62,77.95,74.9,97.91,50.24,95.57,85.83,70.78,74.51,44.37,98.14,63.89,Census Tract,NA,NA,3999
Pueblo County,08101000905,8101000905,83.19,41.55,5.8,93.51,7.73,43.07,88.23,3.52,95.84,82.47,24.98,26.98,53,45.89,60.23,44.44,30.9,56.77,48.84,95.32,82.71,34.43,86.47,80.54,72.94,84.48,7.77,89.35,90.71,3.92,97.76,42.99,71.77,91.38,98.42,69.71,24.72,97.58,86.15,89.19,59.25,98.14,24.7,94.35,98.87,Census Tract,TRUE,NA,2242
Pueblo County,08101001000,8101001000,85.27,38.03,5.69,95.84,8.07,55.32,77.02,2.48,96.56,86.95,21.7,26.9,84.87,50.64,45.42,53.88,60.13,56.77,42.99,70.62,90.71,75.1,69.18,80.54,75.66,23.06,7.77,51.64,90.71,3.92,94.72,33.71,87.1,91.63,94.79,74.06,27.05,94.04,97.83,91.59,87.19,96.44,31.17,91.44,84.13,Census Tract,TRUE,NA,4761
Pueblo County,08101001100,8101001100,93.51,42.51,5.85,99.68,9.15,60.05,79.42,2.48,97.76,99.12,21.46,26.34,91.11,45.73,55.16,63.73,60.61,56.77,45.08,68.8,92.47,80.3,73.82,80.54,75.66,23.06,7.77,51.64,90.71,3.92,62.21,62.77,95.08,98.07,78.7,91.3,29.23,94.93,98.79,96.88,94.4,97.98,66.96,98.55,96.68,Census Tract,TRUE,NA,2169
Pueblo County,08101001200,8101001200,98.8,71.02,6.76,99.84,9.25,56.53,96.96,15.29,98.48,99.04,21.86,25.62,96.96,46.54,40.34,62.37,61.41,56.77,44.28,89.17,95.12,83.67,65.33,80.54,72.94,98.06,38.67,91.35,90.71,3.92,89.35,38.27,91.94,95.65,98.05,96.32,33.25,97.1,99.76,97.6,96.48,98.95,69.88,98.47,87.61,Census Tract,TRUE,NA,2267
Pueblo County,08101001400,8101001400,98.08,71.74,6.8,99.12,8.83,69.66,90.71,10.73,98.64,93.43,24.9,24.5,92.31,37.04,81.34,53.96,58.77,56.77,87.03,65.16,98.64,81.91,47.16,80.54,72.94,98.06,28.9,87.51,90.71,3.92,38.83,61.33,91.94,98.39,99.16,98.33,50.32,94.04,98.87,90.31,91.83,98.62,45.91,99.35,86.07,Census Tract,TRUE,NA,1476
Pueblo County,08101001500,8101001500,86.39,46.12,5.99,94.08,7.8,60.45,82.15,2.8,97.52,79.42,25.54,24.18,99.68,36.23,71.85,48.76,34.03,56.77,87.91,52.34,95.68,80.7,40.51,80.54,72.94,NA,11.53,51.64,90.71,3.92,66.37,71.66,82.5,81.24,88.84,46.03,56.68,94.04,92.67,81.35,64.45,94.5,24.7,97.42,80.4,Census Tract,TRUE,NA,2362
Pueblo County,08101001600,8101001600,67.17,43.88,5.9,69.18,5.83,46.12,87.11,3.76,70.06,66.13,26.26,24.42,96.24,32.93,29.3,44.44,56.85,56.77,55.16,97.57,92.63,82.71,36.27,80.54,72.94,63.47,41.79,51.64,90.71,1.92,11.93,92.15,96.05,57.49,73.12,20.08,98.63,25.12,90.42,70.54,57.49,75.73,75.22,91.11,14.01,Census Tract,NA,NA,1737
Pueblo County,08101001700,8101001700,72.62,31.06,5.41,84.87,7.01,45.24,62.69,4,94.24,71.1,26.34,22.5,75.66,33.98,51.88,69.34,22.5,56.77,63.33,37,91.91,58.37,31.22,80.54,72.94,NA,17.77,51.64,90.71,4.56,54.68,91.67,95.73,39.13,56.93,58.16,97.5,50.24,96.22,82.47,48.76,77.91,24.7,86.11,66.32,Census Tract,NA,NA,4880
Pueblo County,08101001800,8101001800,81.75,31.39,5.43,95.52,8.03,50.12,73.02,2.08,98.56,80.54,25.3,23.3,97.2,36.39,59.74,44.44,25.54,56.77,82.71,43.15,94.8,73.1,34.51,80.54,72.94,NA,7.77,51.64,90.71,1.92,46.2,75.9,89.68,84.94,82.42,84.94,67.47,81.48,90.98,78.3,64.37,85.19,46.56,92.33,57,Census Tract,TRUE,NA,2208
Pueblo County,08101001900,8101001900,75.5,37.23,5.66,84.23,6.97,48.44,82.95,2.48,94.72,69.58,24.02,23.86,99.2,38.24,38.79,48.76,28.26,56.77,83.11,53.47,99.2,80.06,41.87,80.54,72.94,NA,7.77,51.64,90.71,3.92,76.54,34.43,85.32,97.1,65.02,62.93,46.78,85.35,91.3,79.34,59.81,92.48,24.7,96.04,36.36,Census Tract,TRUE,NA,1624
Pueblo County,08101002000,8101002000,94.88,67.09,6.62,97.44,8.37,69.74,90.79,4.32,99.28,83.91,22.98,23.38,97.68,41.38,83.14,62.85,77.5,56.77,53.32,53.9,100,87.19,53.64,80.54,72.94,98.06,7.93,88.79,90.71,6.24,72.3,64.05,93.15,90.18,94.33,96.32,39.21,94.93,99.36,94.48,84.47,98.06,24.7,98.79,71.82,Census Tract,TRUE,NA,3186
Pueblo County,08101002100,8101002100,95.6,68.37,6.68,97.36,8.37,76.14,85.75,5.84,81.43,100,23.54,22.58,98.8,36.96,82.41,80.3,86.55,56.77,69.02,47.05,99.36,79.82,57.41,80.54,72.94,NA,16.49,51.64,90.71,6.24,7.05,44.12,87.1,96.22,99.72,58.66,39.21,92.67,99.6,98.56,93.59,96.12,91.9,99.6,93.2,Census Tract,TRUE,NA,1394
Pueblo County,08101002200,8101002200,96.08,63.73,6.52,98.88,8.73,72.62,88.07,3.2,98.8,90.95,23.06,22.1,94.32,33.66,89.93,84.95,91.91,56.77,52.92,50.61,96.96,74.3,71.9,80.54,72.94,NA,7.77,51.64,90.71,6.24,83.91,40.91,89.68,99.19,98.98,89.04,39.21,97.1,98.95,87.43,83.51,98.38,39.51,98.71,97.49,Census Tract,TRUE,NA,1577
Pueblo County,08101002300,8101002300,94.48,49.56,6.09,99.44,8.99,55.88,80.3,9.29,98.88,95.52,24.18,21.38,90.79,33.49,37.23,81.27,86.79,56.77,39.71,47.23,95.04,59.09,55.32,80.54,72.94,NA,34.19,51.64,90.71,4.72,77.98,42.59,90.81,97.83,97.67,88.62,46.78,90.74,97.02,90.87,76.22,93.85,74.33,91.76,85.59,Census Tract,TRUE,NA,3985
Pueblo County,08101002400,8101002400,89.67,33.87,5.52,99.28,8.94,42.99,79.1,3.2,98.16,96.16,24.58,22.34,96.8,35.91,17.43,57.73,54.68,56.77,62.85,42.03,96.16,68.86,48.6,80.54,72.94,NA,7.77,51.64,90.71,6.24,38.11,72.86,97.02,89.13,91.53,95.06,48.31,88.49,97.83,89.67,82.63,96.52,70.85,98.22,79.35,Census Tract,TRUE,NA,1670
Pueblo County,08101002500,8101002500,84.47,44.12,5.91,92.95,7.65,57.49,81.27,3.2,95.36,81.35,24.74,22.98,98.08,38.81,64.4,44.44,37.87,56.77,81.67,45.67,98.32,75.66,45.48,80.54,72.94,NA,7.77,51.64,90.71,6.24,51.24,35.47,69.27,92.03,95.44,90.79,43.72,86.63,93.72,83.43,73.02,91.91,24.7,92.73,88.42,Census Tract,TRUE,NA,2633
Pueblo County,08101002600,8101002600,94.72,33.55,5.51,100,10,45.16,63.25,7.45,100,99.28,25.38,21.86,78.14,34.46,51.55,75.58,22.5,56.77,59.57,31.54,93.19,56.53,38.19,80.54,72.94,NA,20.18,51.64,90.71,6.24,98.32,68.37,94.44,95.89,99.81,89.04,70.61,97.42,99.76,88.23,87.27,99.51,82.67,96.37,96.76,Census Tract,TRUE,NA,4089
Pueblo County,08101002700,8101002700,77.9,23.86,5.1,96.48,8.18,37.07,49.16,6.08,99.76,76.54,25.7,21.06,75.9,31.16,46.32,75.66,22.5,56.77,45,25.65,89.75,39.71,32.75,80.54,72.94,NA,16.97,51.64,90.71,6.24,78.62,76.7,93.15,88.41,84.65,76.49,74.56,84.62,98.39,86.87,68.13,84.95,24.7,93.62,62.43,Census Tract,NA,NA,5328
Pueblo County,08101002801,8101002801,73.82,17.21,4.75,96.08,8.14,28.66,41.15,7.61,97.44,86.15,26.18,20.42,58.37,28.1,41,54.28,22.5,56.77,41.63,26,85.59,28.1,28.82,80.54,72.94,NA,20.5,51.64,90.71,6.24,23.86,93.35,95.08,77.86,77.95,86.95,81.56,64.9,96.46,86.79,70.94,85.76,54.98,87.08,68.5,Census Tract,NA,NA,5194
Pueblo County,08101002802,8101002802,70.54,22.42,5.03,88.71,7.29,32.67,52.2,6.57,98.08,67.33,27.14,22.82,81.43,29.95,53.11,44.44,22.5,56.77,35.31,43.07,85.67,48.2,23.86,80.54,81.91,38.25,44.28,71.98,90.71,1.92,47.32,95.92,94.44,85.75,50.42,92.13,78.42,64.9,93.16,78.14,63.49,69.42,27.77,92.81,36.76,Census Tract,NA,NA,3596
Pueblo County,08101002804,8101002804,39.39,11.13,4.31,59.49,5.21,10.17,20.26,61.25,58.53,59.17,38.75,8.73,60.61,9.26,7.12,44.44,65.01,56.77,8.41,51.73,35.95,4.96,14.49,80.54,93.19,81.57,91.03,51.64,90.71,15.69,39.47,93.84,94.44,20.05,42.51,4.52,92.11,59.26,86.15,36.51,62.45,57.12,34.09,90.47,40.16,Census Tract,NA,NA,4716
Pueblo County,08101002806,8101002806,30.02,10.01,4.23,48.2,4.6,12.25,19.78,47.96,63.09,39.47,40.35,11.53,64.93,8.53,2.86,96.96,94.16,56.77,8.57,29.98,53.48,13.53,18.9,80.54,94.32,24.89,91.99,53.24,90.71,9.61,35.47,66.85,89.68,53.7,22.6,19.58,76.49,38.57,69.57,53.08,31.87,47.49,24.7,82.88,14.98,Census Tract,NA,NA,4236
Pueblo County,08101002807,8101002807,72.54,18.73,4.84,94.4,7.84,26.66,37.39,17.53,97.92,78.38,27.3,20.58,26.82,29.07,44.03,44.44,39.15,56.77,39.39,34.58,85.51,37.23,25.94,80.54,72.94,23.06,39.71,64.61,90.71,6.24,89.11,82.39,90.81,86.31,NA,68.2,58.94,56.2,81.64,86.07,47.64,62.22,65.83,87.96,58.06,Census Tract,NA,NA,4807
Pueblo County,08101002808,8101002808,15.85,10.33,4.25,30.1,3.54,16.57,25.38,22.5,38.11,27.38,27.54,19.06,30.5,25.44,8.67,44.6,39.15,56.77,25.7,25.04,79.98,22.18,24.02,80.54,72.94,23.06,64.05,51.64,90.71,6.24,8.25,84.23,91.94,27.46,27.72,8.28,80.27,34.22,84.14,80.86,37.71,34.22,24.7,85.54,2.43,Census Tract,NA,NA,3326
Pueblo County,08101002901,8101002901,88.87,37.15,5.66,98.56,8.62,36.27,79.66,9.69,93.27,98.72,27.78,25.54,76.54,29.63,31.51,44.44,47.72,56.77,38.91,99.83,87.83,85.51,43.47,80.54,72.94,28.34,59.09,76.7,90.71,1.92,73.98,30.82,85.32,97.34,96.65,53.89,27.05,97.1,96.22,96.64,88.47,96.84,67.61,97.25,96.44,Census Tract,TRUE,NA,2983
Pueblo County,08101002903,8101002903,80.7,53.08,6.18,84.31,6.98,36.19,87.83,28.1,93.43,71.5,28.66,24.82,31.63,27.54,51.47,90.15,55.08,56.77,26.26,97.83,74.94,57.57,76.38,80.54,72.94,57.87,67.17,95.52,90.71,3.92,64.53,73.42,82.5,70.85,62.79,52.89,56.68,64.9,74.4,78.62,64.05,58.98,38.54,77.54,52.55,Census Tract,NA,NA,7952
Pueblo County,08101002906,8101002906,9.13,3.28,3.57,29.22,3.49,10.09,19.3,8.81,30.66,31.31,40.91,14.25,33.15,15.06,7.69,44.44,22.5,56.77,14.57,26.43,43.07,27.86,16.25,80.54,72.94,23.06,76.3,51.64,90.71,1.92,8.01,83.99,91.94,42.75,17.02,6.61,76.49,28.1,57.89,47.32,16.97,28.24,24.7,44.35,36.19,Census Tract,NA,NA,4321
